CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
48005000901,Texas,Angelina County,1,6342,2576,0,108,1.70,0,0,0,0,1,0,14.4,84500,1,1,1,1,1,0,0,1,4062,6248,4062,1336,2166,1336,6248,98.52,2166,34.15,1541,24.29,1165,18.36,4547,71.69,1059,16.70,153,2.41,3,0.05,17,0.26,469,7.40,755,11.91,136,5.28,189,7.32,4062,64.05,1336,21.07,1010,15.92,665,10.49,3052,48.12,605,9.54,121,1.90,3,0.05,7,0.11,274,4.32,473,7.46,85,3.32,121,4.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2280,1558,1199,4624,1074,154,3,17,470,760,148,186
48005000902,Texas,Angelina County,1,3745,1689,0,192,5.13,0,0,0,0,0,0,12.2,93194,1,1,1,1,1,0,0,0,1688,2841,1688,278,529,278,2841,75.87,529,14.12,568,15.17,451,12.05,2293,61.23,297,7.94,117,3.13,1,0.03,12,0.31,121,3.23,204,5.46,44,2.58,82,4.88,1688,45.07,278,7.43,352,9.40,328,8.75,1462,39.03,90,2.41,79,2.11,0,0.00,6,0.17,51,1.35,97,2.59,22,1.28,46,2.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,737,754,492,2899,452,165,1,17,211,322,73,110
48005001001,Texas,Angelina County,0,5377,1409,0,1163,21.63,0,0,0,1,1,1,27.5,49318,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4824,89.72,2560,47.60,1152,21.43,489,9.09,2709,50.38,962,17.89,10,0.19,0,0.00,10,0.19,1133,21.07,1869,34.76,160,11.35,393,27.92,3626,67.43,1898,35.29,786,14.62,320,5.95,2151,40.01,674,12.54,3,0.06,0,0.00,9,0.17,788,14.65,1229,22.87,90,6.37,276,19.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2109,1343,549,3045,1021,10,0,16,1285,2266,183,429
48005001002,Texas,Angelina County,0,4289,1426,0,12,0.28,0,0,0,0,0,1,18.7,53646,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,3740,87.21,1464,34.14,1106,25.79,409,9.54,3084,71.90,248,5.79,2,0.05,0,0.00,12,0.28,394,9.19,900,20.98,13,0.92,156,10.94,2803,65.35,937,21.85,796,18.56,313,7.30,2441,56.91,93,2.16,1,0.02,0,0.00,10,0.23,258,6.02,610,14.22,8,0.53,118,8.29,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1591,1296,463,3461,305,3,0,17,503,1185,16,171
48005001100,Texas,Angelina County,0,6079,2297,0,105,1.73,0,0,0,0,0,0,11.8,72127,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5716,94.03,1808,29.74,1390,22.87,829,13.64,5327,87.63,189,3.10,11,0.18,1,0.02,17,0.28,171,2.82,366,6.02,87,3.79,394,17.15,5130,84.39,1579,25.98,1214,19.97,767,12.62,4819,79.27,148,2.44,9,0.15,1,0.02,14,0.23,139,2.28,311,5.12,75,3.26,354,15.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1985,1461,968,5658,209,11,2,17,182,375,90,409
48005001200,Texas,Angelina County,0,2989,1275,0,0,0.00,1,1,0,0,0,1,19.2,40585,1,1,0,0,0,1,0,0,2704,2704,9,1178,1178,4,2989,100.00,1304,43.61,632,21.14,704,23.55,2909,97.32,13,0.43,2,0.07,0,0.00,13,0.43,52,1.74,62,2.07,45,3.56,288,22.60,2989,100.00,1304,43.61,632,21.14,704,23.55,2909,97.32,13,0.43,2,0.07,0,0.00,13,0.43,52,1.74,62,2.07,45,3.56,288,22.60,2704,90.48,1178,39.41,562,18.80,654,21.89,2629,87.96,13,0.43,1,0.03,0,0.00,13,0.43,48,1.61,58,1.93,44,3.44,264,20.67,9,0.31,4,0.14,0,0.01,2,0.07,7,0.25,2,0.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0,1,0.07,1128,632,704,2909,13,2,0,13,52,62,29,240
48005001300,Texas,Angelina County,0,5181,1964,0,0,0.00,0,0,0,0,0,1,18.6,48824,0,0,0,0,0,0,0,0,350,350,NULL,103,103,NULL,4497,86.80,1834,35.40,1167,22.52,621,11.98,4321,83.41,52,1.00,16,0.31,0,0.00,10,0.19,98,1.89,149,2.89,25,1.26,410,20.89,3937,75.99,1528,29.49,991,19.13,560,10.81,3792,73.19,41,0.80,15,0.29,0,0.00,7,0.13,82,1.58,135,2.60,13,0.65,364,18.51,350,6.75,103,2.00,55,1.06,78,1.50,345,6.66,0,0.00,0,0.00,0,0.00,1,0.02,4,0.07,6,0.12,0,0.00,38,1.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2231,1365,704,4950,89,16,0,12,114,168,43,461
48007950100,Texas,Aransas County,0,5495,2500,0,11,0.20,0,0,0,0,0,0,14.2,57835,0,0,0,0,0,0,0,0,7,7,6,4,4,3,5463,99.42,1979,36.01,922,16.78,1548,28.16,4901,89.20,34,0.62,153,2.78,5,0.09,18,0.33,352,6.41,784,14.26,27,1.09,275,11.00,4774,86.87,1744,31.75,779,14.19,1405,25.58,4311,78.46,20,0.37,110,1.99,4,0.07,17,0.31,311,5.67,705,12.84,23,0.94,240,9.59,7,0.13,4,0.07,0,0.00,5,0.09,7,0.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.02,6,0.11,3,0.06,0,0.00,4,0.08,6,0.11,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.01,2114,927,1555,4931,34,153,5,18,354,791,29,263
48007950200,Texas,Aransas County,1,1163,588,0,0,0.00,0,0,0,0,0,0,4.3,103214,0,1,0,1,0,0,0,0,13,492,13,0,18,0,492,42.33,18,1.56,37,3.20,249,21.45,480,41.29,1,0.09,2,0.17,0,0.00,0,0.01,9,0.78,25,2.15,20,3.36,5,0.86,13,1.11,0,0.03,1,0.07,7,0.60,13,1.08,0,0.00,0,0.01,0,0.00,0,0.00,0,0.02,0,0.02,1,0.10,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,125,504,1116,9,2,0,3,33,98,23,12
48007950300,Texas,Aransas County,1,6609,2668,0,364,5.51,1,1,1,0,0,1,23.0,68375,1,1,1,1,1,0,0,0,3732,5752,3732,1569,1989,1569,5752,87.04,1989,30.10,1145,17.33,1337,20.22,4861,73.56,77,1.16,170,2.58,1,0.02,49,0.74,594,8.99,1681,25.43,78,2.92,234,8.76,3732,56.47,1569,23.74,800,12.10,699,10.57,3079,46.59,57,0.86,97,1.47,0,0.01,30,0.46,468,7.09,1327,20.08,20,0.75,143,5.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2493,1267,1654,5644,86,191,2,55,631,1767,76,259
48007950400,Texas,Aransas County,1,3583,1474,0,78,2.18,1,1,1,1,1,1,32.4,47368,1,1,1,1,1,0,0,1,3583,3583,3583,2180,2180,2180,3583,100.00,2180,60.86,848,23.67,657,18.34,2962,82.67,111,3.10,50,1.40,1,0.03,36,1.00,423,11.81,1267,35.36,220,14.96,369,25.05,3583,100.00,2180,60.86,848,23.67,657,18.34,2962,82.67,111,3.10,50,1.40,1,0.03,36,1.00,423,11.81,1267,35.36,220,14.96,369,25.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2934,848,657,2962,111,50,1,36,423,1267,221,358
48007950500,Texas,Aransas County,0,6308,2565,0,6,0.10,0,0,0,0,0,1,16.5,53567,0,0,0,0,0,0,0,0,1,1,NULL,0,0,NULL,6306,99.98,2493,39.52,1355,21.49,1232,19.53,5576,88.40,63,1.00,59,0.94,0,0.00,59,0.94,549,8.70,1765,27.99,82,3.20,305,11.90,6080,96.39,2380,37.73,1313,20.81,1197,18.98,5401,85.61,43,0.68,59,0.93,0,0.00,57,0.90,521,8.25,1652,26.19,77,3.00,294,11.48,1,0.01,0,0.00,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2688,1356,1232,5578,63,59,0,59,549,1767,85,295
48009020100,Texas,Archer County,0,2660,1006,0,13,0.49,0,0,0,0,0,0,2.4,107019,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2660,100.00,230,8.63,586,22.03,393,14.77,2531,95.15,25,0.94,10,0.38,3,0.11,12,0.45,79,2.97,114,4.29,9,0.92,29,2.87,2660,99.99,230,8.63,586,22.03,393,14.77,2531,95.14,25,0.94,10,0.38,3,0.11,12,0.45,79,2.97,114,4.29,9,0.92,29,2.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,253,586,393,2531,25,10,3,12,79,114,11,31
48009020200,Texas,Archer County,0,2780,1133,0,0,0.00,0,0,0,0,0,0,11.7,66912,1,1,0,0,0,1,0,0,572,572,1,118,118,0,2780,100.00,791,28.47,633,22.77,457,16.44,2685,96.58,10,0.36,7,0.25,0,0.00,21,0.76,57,2.05,114,4.10,66,5.84,84,7.45,2780,100.00,791,28.47,633,22.77,457,16.44,2685,96.58,10,0.36,7,0.25,0,0.00,21,0.76,57,2.05,114,4.10,66,5.84,84,7.45,572,20.57,118,4.25,93,3.36,125,4.48,552,19.86,0,0.00,0,0.01,0,0.00,3,0.11,16,0.59,22,0.80,1,0.07,20,1.76,1,0.05,0,0.01,0,0.01,0,0.01,1,0.05,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,0,0,0,0.00,653,633,457,2685,10,7,0,21,57,114,55,69
48009020300,Texas,Archer County,0,3614,1399,0,43,1.19,0,0,0,0,0,0,13.6,69375,1,1,0,0,0,1,0,0,1083,1083,NULL,328,328,NULL,2503,69.25,847,23.44,695,19.24,385,10.64,2228,61.66,0,0.00,0,0.00,0,0.00,19,0.54,255,7.05,383,10.59,17,1.22,74,5.26,1779,49.23,541,14.98,518,14.32,268,7.42,1541,42.65,0,0.00,0,0.00,0,0.00,6,0.17,232,6.42,348,9.63,13,0.94,50,3.60,1083,29.97,328,9.09,319,8.81,157,4.35,899,24.86,0,0.00,0,0.00,0,0.00,5,0.13,180,4.98,262,7.25,8,0.57,31,2.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1344,966,597,3288,5,1,0,27,293,447,58,105
48011950100,Texas,Armstrong County,0,1901,751,0,54,2.84,0,0,0,0,0,0,7.3,75662,1,1,0,0,0,1,0,0,1896,1896,198,406,406,35,1901,100.00,407,21.41,423,22.25,394,20.73,1774,93.32,11,0.58,0,0.00,0,0.00,15,0.79,101,5.31,124,6.52,10,1.33,20,2.68,1901,100.00,407,21.41,423,22.25,394,20.73,1774,93.32,11,0.58,0,0.00,0,0.00,15,0.79,101,5.31,124,6.52,10,1.33,20,2.68,1896,99.75,406,21.34,422,22.19,393,20.69,1769,93.07,11,0.58,0,0.00,0,0.00,15,0.79,101,5.31,124,6.52,10,1.33,20,2.68,198,10.43,35,1.82,34,1.77,54,2.83,185,9.73,5,0.26,0,0.00,0,0.00,3,0.13,6,0.31,6,0.32,3,0,2,0.31,404,423,394,1774,11,0,0,15,101,124,8,19
48013960100,Texas,Atascosa County,0,6972,2485,0,0,0.00,0,0,0,0,1,0,18.9,62339,1,1,0,0,0,1,0,1,683,683,2,97,97,0,6900,98.96,2156,30.92,1856,26.62,966,13.86,6008,86.17,42,0.60,13,0.19,6,0.09,49,0.70,782,11.21,3903,55.98,127,5.10,325,13.08,6520,93.51,1979,28.38,1739,24.95,917,13.15,5682,81.49,38,0.55,13,0.19,6,0.09,45,0.65,736,10.55,3581,51.37,111,4.49,308,12.39,683,9.79,97,1.40,121,1.73,180,2.58,618,8.87,3,0.04,0,0.01,0,0.00,9,0.13,52,0.75,227,3.26,16,0.65,39,1.55,2,0.02,0,0.00,0,0.00,0,0.00,1,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.01,2290,1878,981,6062,42,14,6,49,799,3959,141,333
48013960201,Texas,Atascosa County,0,6234,2056,0,63,1.01,0,0,0,0,1,0,13.4,69853,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,5489,88.05,2334,37.44,1548,24.83,647,10.38,4531,72.69,42,0.68,16,0.25,10,0.16,48,0.76,842,13.51,3412,54.73,133,6.46,264,12.85,4314,69.20,1920,30.79,1267,20.33,443,7.11,3524,56.54,38,0.62,10,0.17,10,0.16,32,0.51,699,11.21,2634,42.25,122,5.92,204,9.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3276,1765,746,5143,43,17,10,63,958,3920,141,314
48013960202,Texas,Atascosa County,0,9342,2917,0,0,0.00,0,0,0,1,1,1,16.9,51894,0,0,0,0,0,0,0,1,37,37,NULL,15,15,NULL,9342,100.00,4574,48.96,2870,30.72,940,10.06,7523,80.53,97,1.04,36,0.39,10,0.11,67,0.72,1609,17.22,6711,71.84,178,6.10,463,15.88,9325,99.82,4567,48.89,2864,30.66,938,10.04,7507,80.36,97,1.04,36,0.39,10,0.11,67,0.72,1608,17.21,6698,71.69,178,6.10,462,15.85,37,0.39,15,0.16,10,0.11,6,0.06,33,0.35,1,0.01,0,0.00,0,0.00,0,0.00,3,0.03,27,0.29,0,0.01,2,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5108,2870,940,7523,97,36,10,67,1609,6711,196,495
48013960300,Texas,Atascosa County,1,3595,1175,0,47,1.31,0,1,0,0,0,1,20.8,47644,0,1,0,1,0,0,0,0,401,1866,401,180,800,180,1866,51.91,800,22.25,576,16.03,231,6.43,1549,43.08,16,0.45,5,0.15,0,0.00,21,0.59,275,7.64,1559,43.36,48,4.11,152,12.93,401,11.16,180,5.02,124,3.44,49,1.38,352,9.78,3,0.08,1,0.02,0,0.00,1,0.04,45,1.25,316,8.78,11,0.96,32,2.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1704,1098,432,2927,34,6,1,41,586,3049,105,275
48013960401,Texas,Atascosa County,0,2294,720,0,7,0.31,0,0,0,0,0,1,11.4,52120,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2294,100.00,809,35.26,692,30.17,203,8.85,1860,81.08,24,1.05,9,0.39,0,0.00,13,0.57,388,16.91,1641,71.53,52,7.18,109,15.16,2293,99.97,809,35.25,692,30.16,203,8.85,1860,81.06,24,1.05,9,0.39,0,0.00,13,0.57,388,16.90,1640,71.51,52,7.18,109,15.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,810,692,203,1860,24,9,0,13,388,1641,54,114
48013960402,Texas,Atascosa County,1,7801,2843,0,199,2.55,0,0,0,0,1,0,9.5,78555,1,1,1,1,1,0,0,1,2576,6627,2576,444,2049,444,6627,84.95,2049,26.26,1863,23.88,947,12.14,5985,76.73,42,0.53,57,0.73,2,0.03,47,0.60,494,6.34,2955,37.88,177,6.21,273,9.60,2576,33.02,444,5.70,665,8.52,407,5.21,2400,30.77,14,0.18,21,0.27,0,0.00,6,0.08,134,1.72,816,10.46,79,2.77,109,3.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2599,2137,1213,7051,50,59,2,49,590,3673,207,338
48013960500,Texas,Atascosa County,0,2684,920,0,0,0.00,1,1,0,0,0,1,20.2,51042,1,1,0,0,0,1,0,0,2159,2159,26,1114,1114,14,2684,100.00,1373,51.14,802,29.88,341,12.70,2255,84.02,41,1.53,1,0.04,0,0.00,20,0.75,367,13.67,1811,67.47,48,5.26,170,18.47,2684,100.00,1373,51.14,802,29.88,341,12.70,2255,84.02,41,1.53,1,0.04,0,0.00,20,0.75,367,13.67,1811,67.47,48,5.26,170,18.47,2159,80.43,1114,41.50,653,24.31,268,10.00,1803,67.19,30,1.10,1,0.04,0,0.00,19,0.71,306,11.39,1484,55.29,39,4.27,136,14.81,26,0.96,14,0.52,7,0.27,3,0.13,18,0.67,0,0.00,0,0.00,0,0.00,0,0.00,8,0.29,17,0.62,1,0,2,0.21,1269,802,341,2255,41,1,0,20,367,1811,44,155
48013960600,Texas,Atascosa County,1,5989,2130,0,68,1.14,0,0,0,0,1,0,13.2,73438,1,1,1,1,1,0,0,1,2574,4828,2574,767,1596,767,4828,80.61,1596,26.65,1274,21.27,697,11.64,4320,72.13,24,0.41,13,0.22,1,0.02,25,0.42,444,7.42,2306,38.50,135,6.33,470,22.05,2574,42.98,767,12.81,657,10.97,361,6.04,2347,39.18,10,0.17,5,0.09,0,0.00,11,0.18,200,3.35,1042,17.40,79,3.71,255,11.97,144,2.41,28,0.47,31,0.51,25,0.42,130,2.16,0,0.00,0,0.00,0,0.00,0,0.00,15,0.24,63,1.05,7,0.31,16,0.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1951,1620,855,5309,28,14,1,39,598,3021,156,515
48015760100,Texas,Austin County,0,2400,910,0,0,0.00,0,0,0,0,0,0,12.9,64375,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2400,100.00,942,39.26,611,25.46,320,13.33,1718,71.58,310,12.92,8,0.33,0,0.00,13,0.54,351,14.63,647,26.96,80,8.84,141,15.50,2400,100.00,942,39.26,611,25.46,320,13.33,1718,71.58,310,12.92,8,0.33,0,0.00,13,0.54,351,14.63,647,26.96,80,8.84,141,15.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1039,611,320,1718,310,8,0,13,351,647,86,150
48015760200,Texas,Austin County,0,6032,2121,0,0,0.00,0,0,0,0,0,0,14.0,81131,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4967,82.34,1366,22.65,1337,22.16,630,10.44,3732,61.87,651,10.80,25,0.42,0,0.00,14,0.22,545,9.03,1424,23.61,69,3.23,133,6.26,3573,59.23,872,14.46,888,14.72,478,7.93,2849,47.23,385,6.38,12,0.20,0,0.00,11,0.18,316,5.24,789,13.09,53,2.48,97,4.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1753,1668,724,4479,759,30,0,15,749,2037,76,151
48015760300,Texas,Austin County,0,7037,2604,0,55,0.78,0,0,0,0,1,0,7.9,80903,0,0,0,0,0,0,0,1,47,47,NULL,9,9,NULL,6123,87.01,1238,17.60,1649,23.43,819,11.64,4713,66.98,464,6.59,39,0.56,0,0.00,15,0.21,892,12.67,1761,25.02,109,4.18,181,6.94,4301,61.11,781,11.09,1189,16.89,526,7.47,3459,49.16,192,2.74,24,0.33,0,0.00,11,0.16,614,8.72,1209,17.18,50,1.92,123,4.73,47,0.67,9,0.13,7,0.10,18,0.25,47,0.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,2,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1511,1849,997,5495,484,43,0,23,992,1964,160,213
48015760400,Texas,Austin County,0,3660,1501,0,26,0.71,0,0,0,0,0,0,17.0,77083,1,1,0,0,0,1,0,0,2046,2046,NULL,628,628,NULL,3660,100.00,1156,31.58,797,21.78,734,20.05,3290,89.89,180,4.92,1,0.03,0,0.00,15,0.41,174,4.75,378,10.33,15,1.00,108,7.21,3660,100.00,1156,31.58,797,21.78,734,20.05,3290,89.89,180,4.92,1,0.03,0,0.00,15,0.41,174,4.75,378,10.33,15,1.00,108,7.21,2046,55.91,628,17.16,437,11.93,399,10.91,1757,47.99,162,4.42,1,0.03,0,0.00,10,0.26,118,3.21,230,6.29,7,0.45,61,4.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1178,797,734,3290,180,1,0,15,174,378,15,105
